pokedex_number,name,german_name,japanese_name,generation,status,species,type_1,type_2,height_m,weight_kg,ability_1,ability_2,ability_hidden,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,normal,fire,water,electric,grass,ice,fight,poison,ground,flying,psychic,bug,rock,ghost,dragon,dark,steel,fairy
795,Pheromosa,Schabelle,フェローチェ (Pheroache),7,Sub Legendary,Lissome Pokémon,Bug,Fighting,1.8,25.0,Beast Boost,,,71,137,37,137,37,151,45.0,0.0,257.0,Slow,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
796,Xurkitree,Voltriant,デンジュモク (Denjyumoku),7,Sub Legendary,Glowing Pokémon,Electric,,3.8,100.0,Beast Boost,,,83,89,71,173,71,83,45.0,0.0,257.0,Slow,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
797,Celesteela,Kaguron,テッカグヤ (Tekkaguya),7,Sub Legendary,Launch Pokémon,Steel,Flying,9.2,999.9,Beast Boost,,,97,101,103,107,101,61,45.0,0.0,257.0,Slow,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
798,Kartana,Katagami,カミツルギ (Kamiturugi),7,Sub Legendary,Drawn Sword Pokémon,Grass,Steel,0.3,0.1,Beast Boost,,,59,181,131,59,31,109,45.0,0.0,257.0,Slow,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
799,Guzzlord,Schlingking,アクジキング (Akuziking),7,Sub Legendary,Junkivore Pokémon,Dark,Dragon,5.5,888.0,Beast Boost,,,223,101,53,97,53,43,45.0,0.0,257.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,2.0,0.5,1.0,4.0
800,Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,,2.4,230.0,Prism Armor,,,97,107,101,127,89,79,255.0,0.0,270.0,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.5,1.0,1.5,1.0,1.5,1.0,1.0
800,Dusk Mane Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,Steel,3.8,460.0,Prism Armor,,,97,157,127,113,109,77,3.0,0.0,306.0,Slow,0.5,1.5,1.0,1.0,0.5,0.5,1.0,0.0,1.5,0.5,0.25,1.0,0.5,1.5,0.5,1.5,0.5,0.5
800,Dawn Wings Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,Ghost,4.2,350.0,Prism Armor,,,97,113,109,157,127,77,3.0,0.0,306.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,3.0,1.0,3.0,1.0,1.0
800,Ultra Necrozma,Necrozma,ネクロズマ (Necrozma),7,Legendary,Prism Pokémon,Psychic,Dragon,7.5,230.0,Neuroforce,,,97,167,97,167,97,129,3.0,0.0,339.0,Slow,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
801,Magearna,Magearna,マギアナ (Magearna),7,Mythical,Artificial Pokémon,Steel,Fairy,1.0,80.5,Soul-Heart,,,80,95,115,130,115,65,3.0,0.0,270.0,Slow,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
802,Marshadow,Marshadow,マーシャドー (Marshadow),7,Mythical,Gloomdweller Pokémon,Fighting,Ghost,0.7,22.2,Technician,,,90,125,80,90,90,125,3.0,0.0,270.0,Slow,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,2.0,2.0,0.25,0.5,2.0,1.0,1.0,1.0,2.0
803,Poipole,Venicro,ベベノム (Bevenom),7,Sub Legendary,Poison Pin Pokémon,Poison,,0.6,1.8,Beast Boost,,,67,73,67,73,67,73,45.0,0.0,189.0,Slow,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
804,Naganadel,Agoyon,アーゴヨン (Agoyon),7,Sub Legendary,Poison Pin Pokémon,Poison,Dragon,3.6,150.0,Beast Boost,,,73,73,73,127,73,121,45.0,0.0,243.0,Slow,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
805,Stakataka,Muramura,ツンデツンデ (Tundetunde),7,Sub Legendary,Rampart Pokémon,Rock,Steel,5.5,820.0,Beast Boost,,,61,131,211,53,101,13,30.0,0.0,257.0,Slow,0.25,1.0,2.0,1.0,1.0,0.5,4.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5
806,Blacephalon,Kopplosio,ズガドーン (Zugadoon),7,Sub Legendary,Fireworks Pokémon,Fire,Ghost,1.8,13.0,Beast Boost,,,53,127,53,151,79,107,30.0,0.0,257.0,Slow,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
807,Zeraora,Zeraora,ゼラオラ (Zeraora),7,Mythical,Thunderclap Pokémon,Electric,,1.5,44.5,Volt Absorb,,,88,112,75,102,80,143,3.0,0.0,270.0,Slow,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
808,Meltan,Meltan,メルタン (Meltan) ,7,Mythical,Hex Nut Pokémon,Steel,,0.2,8.0,Magnet Pull,,,46,65,65,55,35,34,3.0,,,Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
809,Melmetal,Melmetal,メルメタル (Melmetal),7,Mythical,Hex Nut Pokémon,Steel,,2.5,800.0,Iron Fist,,,135,143,143,80,65,34,3.0,,,Slow,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
810,Grookey,Chimpep,サルノリ (Sarunori),8,Normal,Chimp Pokémon,Grass,,0.3,5.0,Overgrow,,Grassy Surge,50,65,50,40,40,65,45.0,,,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
811,Thwackey,Chimstix,バチンキー (Bachinkey),8,Normal,Beat Pokémon,Grass,,0.7,14.0,Overgrow,,Grassy Surge,70,85,70,55,60,80,45.0,,,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
812,Rillaboom,Gortrom,ゴリランダー (Gorirander),8,Normal,Drummer Pokémon,Grass,,2.1,90.0,Overgrow,,Grassy Surge,100,125,90,60,70,85,45.0,,,Medium Slow,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
813,Scorbunny,Hopplo,ヒバニー (Hibanny),8,Normal,Rabbit Pokémon,Fire,,0.3,4.5,Blaze,,Libero,50,71,40,40,40,69,45.0,,,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
814,Raboot,Kickerlo,ラビフット (Rabbifuto),8,Normal,Rabbit Pokémon,Fire,,0.6,9.0,Blaze,,Libero,65,86,60,55,60,94,45.0,,,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
815,Cinderace,Liberlo,エースバーン (Aceburn),8,Normal,Striker Pokémon,Fire,,1.4,33.0,Blaze,,Libero,80,116,75,65,75,119,45.0,,,Medium Slow,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
816,Sobble,Memmeon,メッソン (Messon),8,Normal,Water Lizard Pokémon,Water,,0.3,4.0,Torrent,,Sniper,50,40,40,70,40,70,45.0,,,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
817,Drizzile,Phlegleon,ジメレオン (Jimeoreon),8,Normal,Water lizard Pokémon,Water,,0.7,11.5,Torrent,,Sniper,65,60,55,95,55,90,45.0,,,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
818,Inteleon,Intelleon,インテレオン (Intereon),8,Normal,Secret Agent Pokémon,Water,,1.9,45.2,Torrent,,Sniper,70,85,65,125,65,120,45.0,,,Medium Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
819,Skwovet,Raffel,ホシガリス (Hoshigarisu),8,Normal,Cheeky Pokémon,Normal,,0.3,2.5,Cheek Pouch,,Gluttony,70,55,55,35,35,25,255.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
820,Greedent,Schlaraffel,ヨクバリス (Yokubarisu),8,Normal,Greedy Pokémon,Normal,,0.6,6.0,Cheek Pouch,,Gluttony,120,95,95,55,75,20,90.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
821,Rookidee,Meikro,ココガラ (Kokogara),8,Normal,Tiny Bird Pokémon,Flying,,0.2,1.8,Keen Eye,Unnerve,Big Pecks,38,47,35,33,35,57,255.0,,,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
822,Corvisquire,Kranoviz,アオガラス (Aogarasu),8,Normal,Raven Pokémon,Flying,,0.8,16.0,Keen Eye,Unnerve,Big Pecks,68,67,55,43,55,77,120.0,,,Medium Slow,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
823,Corviknight,Krarmor,アーマーガア (Armorga),8,Normal,Raven Pokémon,Flying,Steel,2.2,75.0,Pressure,Unnerve,Mirror Armor,98,87,105,53,85,67,45.0,,,Medium Slow,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
824,Blipbug,Sensect,サッチムシ (Sacchimushi),8,Normal,Larva Pokémon,Bug,,0.4,8.0,Swarm,Compound Eyes,Telepathy,25,20,20,25,45,45,255.0,,,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
825,Dottler,Kerardar,レドームシ (Redomushi),8,Normal,Radome Pokémon,Bug,Psychic,0.4,19.5,Swarm,Compound Eyes,Telepathy,50,35,80,50,90,30,120.0,,,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
826,Orbeetle,Maritellit,イオルブ (Eolb),8,Normal,Seven Spot Pokémon,Bug,Psychic,0.4,40.8,Swarm,Frisk,Telepathy,60,45,110,80,120,90,45.0,,,Medium Fast,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
827,Nickit,Kleptifux,クスネ (Kusune),8,Normal,Fox Pokémon,Dark,,0.6,8.9,Run Away,Unburden,Stakeout,40,28,28,47,52,50,255.0,,,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
828,Thievul,Gaunux,フォクスライ (Foxly),8,Normal,Fox Pokémon,Dark,,1.2,19.9,Run Away,Unburden,Stakeout,70,58,58,87,92,90,127.0,,,Fast,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
829,Gossifleur,Cottini,ヒメンカ (Himenka),8,Normal,Flowering Pokémon,Grass,,0.4,2.2,Cotton Down,Regenerator,Effect Spore,40,40,60,40,60,10,190.0,,,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
830,Eldegoss,Cottomi,ワタシラガ (Watashiraga),8,Normal,Cotton Bloom Pokémon,Grass,,0.5,2.5,Cotton Down,Regenerator,Effect Spore,60,50,90,80,120,60,75.0,,,Medium Fast,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
831,Wooloo,Wolly,ウールー (Wooluu),8,Normal,Sheep Pokémon,Normal,,0.6,6.0,Fluffy,Run Away,Bulletproof,42,40,55,40,45,48,255.0,,,Medium Fast,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
832,Dubwool,Zwollock,バイウールー (Baiwooluu),8,Normal,Sheep Pokémon,Normal,,1.3,43.0,Fluffy,Steadfast,Bulletproof,72,80,100,60,90,88,127.0,,,Medium Fast,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
833,Chewtle,Kamehaps,カムカメ (Kamukame),8,Normal,Snapping Pokémon,Water,,0.3,8.5,Strong Jaw,Shell Armor,Swift Swim,50,64,50,38,38,44,255.0,,,Medium Fast,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
834,Drednaw,Kamalm,カジリガメ (Kajirigame),8,Normal,Bite Pokémon,Water,Rock,1.0,115.5,Strong Jaw,Shell Armor,Swift Swim,90,115,90,48,68,74,75.0,,,Medium Fast,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
835,Yamper,Voldi,ワンパチ (Wanpachi),8,Normal,Puppy Pokémon,Electric,,0.3,13.5,Ball Fetch,,Rattled,59,45,50,40,50,26,255.0,,,Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
836,Boltund,Bellektro,パルスワン (Pulsewan),8,Normal,Dog Pokémon,Electric,,1.0,34.0,Strong Jaw,,Competitive,69,90,60,90,60,121,45.0,,,Fast,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
837,Rolycoly,Klonkett,タンドン (Tandon),8,Normal,Coal Pokémon,Rock,,0.3,12.0,Steam Engine,Heatproof,Flash Fire,30,40,50,40,50,30,255.0,,,Medium Slow,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
838,Carkol,Wagong,トロッゴン (Torogon),8,Normal,Coal Pokémon,Rock,Fire,1.1,78.0,Steam Engine,Flame Body,Flash Fire,80,60,90,60,70,50,120.0,,,Medium Slow,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
839,Coalossal,Montecarbo,セキタンザン (Sekitanzan),8,Normal,Coal Pokémon,Rock,Fire,2.8,310.5,Steam Engine,Flame Body,Flash Fire,110,80,120,80,90,30,45.0,,,Medium Slow,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
840,Applin,Knapfel,カジッチュ (Kajicchu),8,Normal,Apple Core Pokémon,Grass,Dragon,0.2,0.5,Ripen,Gluttony,Bulletproof,40,40,80,40,40,20,255.0,,,Erratic,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
841,Flapple,Drapfel,アップリュー (Appryu),8,Normal,Apple Wing Pokémon,Grass,Dragon,0.3,1.0,Ripen,Gluttony,Hustle,70,110,80,95,60,70,45.0,,,Erratic,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
842,Appletun,Schlapfel,タルップル (Tarupple),8,Normal,Apple Nectar Pokémon,Grass,Dragon,0.4,13.0,Ripen,Gluttony,Thick Fat,110,85,80,100,80,30,45.0,,,Erratic,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
843,Silicobra,Salanga,スナヘビ (Sunahebi),8,Normal,Sand Snake Pokémon,Ground,,2.2,7.6,Sand Spit,Shed Skin,Sand Veil,52,57,75,35,50,46,255.0,,,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
844,Sandaconda,Sanaconda,サダイジャ (Sadaija),8,Normal,Sand Snake Pokémon,Ground,,3.8,65.5,Sand Spit,Shed Skin,Sand Veil,72,107,125,65,70,71,120.0,,,Medium Fast,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
845,Cramorant,Urgl,ウッウ (Uu),8,Normal,Gulp Pokémon,Flying,Water,0.8,18.0,Gulp Missile,,,70,85,55,85,95,85,45.0,,,Medium Fast,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
846,Arrokuda,Pikuda,サシカマス (Sasikamasu),8,Normal,Rush Pokémon,Water,,0.5,1.0,Swift Swim,,Propeller Tail,41,63,40,40,30,66,255.0,,,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
847,Barraskewda,Barrakiefa,カマスジョー (Kamasujaw),8,Normal,Skewer Pokémon,Water,,1.3,30.0,Swift Swim,,Propeller Tail,61,123,60,60,50,136,60.0,,,Slow,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
848,Toxel,Toxel,エレズン (Eleson),8,Normal,Baby Pokémon,Electric,Poison,0.4,11.0,Rattled,Static,Klutz,40,38,35,54,35,40,75.0,,,Medium Slow,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
849,Toxtricity Low Key Form,Riffex,ストリンダー (Strinder),8,Normal,Punk Pokémon,Electric,Poison,1.6,40.0,Punk Rock,Minus,Technician,75,98,70,114,70,75,45.0,,,Medium Slow,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
849,Toxtricity Amped Form,Riffex,ストリンダー (Strinder),8,Normal,Punk Pokémon,Electric,Poison,1.6,40.0,Punk Rock,Plus,Technician,75,98,70,114,70,75,45.0,,,Medium Slow,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
850,Sizzlipede,Thermopod,ヤクデ (Yakude),8,Normal,Radiator Pokémon,Fire,Bug,0.7,1.0,Flash Fire,White Smoke,Flame Body,50,65,45,50,50,45,190.0,,,Medium Fast,1.0,0.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
851,Centiskorch,Infernopod,マルヤクデ (Maruyakude),8,Normal,Radiator Pokémon,Fire,Bug,3.0,120.0,Flash Fire,White Smoke,Flame Body,100,115,65,90,90,65,75.0,,,Medium Fast,1.0,0.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
852,Clobbopus,Klopptopus,タタッコ (Tatakko),8,Normal,Tantrum Pokémon,Fighting,,0.6,4.0,Limber,,Technician,50,68,60,50,50,32,180.0,,,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
853,Grapploct,Kaocto,オトスパス (Otosupus),8,Normal,Tantrum Pokémon,Fighting,,1.6,39.0,Limber,,Technician,80,118,90,70,80,42,45.0,,,Medium Slow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
854,Sinistea,Fatalitee,ヤバチャ (Yabacha),8,Normal,Black Tea Pokémon,Ghost,,0.1,0.2,Weak Armor,,Cursed Body,40,45,45,74,54,50,120.0,,,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
855,Polteageist,Mortipot,ポットデス (Potdeath),8,Normal,Black Tea Pokémon,Ghost,,0.2,0.4,Weak Armor,,Cursed Body,60,65,65,134,114,70,60.0,,,Medium Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
856,Hatenna,Brimova,ミブリム (Mibrim),8,Normal,Calm Pokémon,Psychic,,0.4,3.4,Healer,Anticipation,Magic Bounce,42,30,45,56,53,39,235.0,,,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
857,Hattrem,Brimano,テブリム (Tebrim),8,Normal,Serene Pokémon,Psychic,,0.6,4.8,Healer,Anticipation,Magic Bounce,57,40,65,86,73,49,120.0,,,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
858,Hatterene,Silembrim,ブリムオン (Brimuon),8,Normal,Silent Pokémon,Psychic,Fairy,2.1,5.0,Healer,Anticipation,Magic Bounce,57,90,95,136,103,29,45.0,,,Slow,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
859,Impidimp,Bähmon,ベロバー (Beroba),8,Normal,Wily Pokémon,Dark,Fairy,0.4,5.5,Prankster,Frisk,Pickpocket,45,45,30,55,40,50,255.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
860,Morgrem,Pelzebub,ギモー (Gimoh),8,Normal,Devious Pokémon,Dark,Fairy,0.8,12.5,Prankster,Frisk,Pickpocket,65,60,45,75,55,70,120.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
861,Grimmsnarl,Olangaar,オーロンゲ (Ohlonge),8,Normal,Bulk Up Pokémon,Dark,Fairy,1.5,61.0,Prankster,Frisk,Pickpocket,95,120,65,95,75,60,45.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
862,Obstagoon,Barrikadax,タチフサグマ (Tachifusaguma),8,Normal,Blocking Pokémon,Dark,Normal,1.6,46.0,Reckless,Guts,Defiant,93,90,101,60,81,95,45.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
863,Perrserker,Mauzinger,ニャイキング (Nyaiking),8,Normal,Viking Pokémon,Steel,,0.8,28.0,Battle Armor,Tough Claws,Steely Spirit,70,110,100,50,60,50,90.0,,,Medium Fast,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
864,Cursola,Gorgasonn,サニゴーン (Sunigoon),8,Normal,Coral Pokémon,Ghost,,1.0,0.4,Weak Armor,,Perish Body,60,95,50,145,130,30,30.0,,,Fast,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
865,Sirfetch'd,Lauchzelot,ネギガナイト (Negikaknight),8,Normal,Wild Duck Pokémon,Fighting,,0.8,117.0,Steadfast,,Scrappy,62,135,95,68,82,65,45.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
866,Mr. Rime,Pantifrost,バリコオル (Barrikohru),8,Normal,Comedian Pokémon,Psychic,Ice,1.5,58.2,Tangled Feet,Screen Cleaner,Ice Body,80,85,75,110,100,70,45.0,,,Medium Fast,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
867,Runerigus,Oghnatoll,デスバーン (Deathbarn),8,Normal,Grudge Pokémon,Ground,Ghost,1.6,66.6,Wandering Spirit,,,58,95,145,50,105,30,90.0,,,Medium Fast,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
868,Milcery,Hokumil,マホミル (Mahomil),8,Normal,Cream Pokémon,Fairy,,0.2,0.3,Sweet Veil,,Aroma Veil,45,40,40,50,61,34,200.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
869,Alcremie,Pokusan,マホイップ (Mawhip),8,Normal,Cream Pokémon,Fairy,,0.3,0.5,Sweet Veil,,Aroma Veil,65,60,75,110,121,64,100.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
870,Falinks,Legios,タイレーツ (Tairetsu),8,Normal,Formation Pokémon,Fighting,,3.0,62.0,Battle Armor,,Defiant,65,100,100,70,60,75,45.0,,,Medium Fast,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
871,Pincurchin,Britzigel,バチンウニ (Bachinuni),8,Normal,Sea Urchin Pokémon,Electric,,0.3,1.0,Lightning Rod,,Electric Surge,48,101,95,91,85,15,75.0,,,Medium Fast,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
